content,polarity
"Dari awal ada shoppe tuh seneng banget deh, udah mah banyak promo, banyak gratis ongkir, pembayaran nya juga mudah karna gak semua nya harus di transfer ada juga COD, barang-barang nya real pict yaa, meskipun sebagian ada yg gak sesuai juga hehe. Buat yang suka nyicil barang atau kepepet pingin beli barang tapi uang nya gak ada cocok banget deh adanya shoppe later ini amat sangat membantu sekali hehehe. Tengkyu shoppe 🤗",Positif
"Shoppee ini apk belanja online terbaik menurut aku, bisa lakuin apapun kaya beli pulsa/paket data bahkan pulsa listrik 🥺, banyak vocer gratis ongkir dan vocer belanja lain Nya. Pengiriman barang nya juga paling jelas (udah sampe mana), pilihan cod ngebantu banget, shopee pay nya juga mempermudah semua😫😫 pokoknya shopee bangus banget 😖❤️ love banget sama SHOPEE❤️",Positif
Saya sangat senang belanja di shopee soalxa ada shopee cod cek dulu sekarang jadi kalo gak sesuai bisa di kembalikan.pokokxa puas deh,Positif
"Wahay shopee ku tercinta, kali saya harus komplain, Saya mesan barang harga dengan perkiraan harga 12 ribuan, dengan pembayaran cod, Sudah 2 Minggu barang belum datang, padahal akan di kirim 3 hari, trus hilang trus sampai detik ini belum ada datag barang nya.. Saya hanya kasih tau saja, aplikasi kalian hingga sebesar sekarang, itu karena kami yg selalu membeli di aplikasi ini, Benar benar mengecewakan ☝️☝️☝️",Negatif
"2 kali Kurir meretur pesanan saya secara sepihak, skrg saya gak bisa belanja dgn sistem COD 😇 Dari pihak shope, mohon kebijakan, mkzih 🙏....",Positif
Seajak ramadahan tidak ada voucher gratis ongkir yang bisa digunakan untuk metode pembayaran cod. Voucher yang tersedia hanya untuk shopee pay aja. Shopee mempersulit kita untuk berbelanja. Semoga shopee memperbaiki lagi seperti semula Jangan bikin kecewa... Shope sekarang sangat mengecewakan voucher khusus pengguna saja tidak bisa digunakan...gimana mau belanja coba..harga ongkir lebih mahal dari harga barang.. Saran saya shopee cepat memperbaiki sistemnya sebelum semua pelanggan lari,Negatif
Sangat sangat membantu dan bisa cod gratis ongkir dong,Positif
Banyak yg berubah sekarang. Trutama untuk kaum gratis ongkir. Dlu bisa co banyak barang sekaligus dan gratis ongkir. Sekarang hanya bisa co 3 barang yg bisa dapet gratis ongkir. Dan setiap pembelian dikenakan biaya penangganan. Kalau dlu hanya biaya cod aja. Dan skrng isi shopee pay lewat Alfamidi/Alfamart juga dikenakan biaya penangganan.,Negatif
"Kok aneh ya, akun yang baru dapet gratis ongkir dan COD biaya penanganan nya kecil beda sama pengguna yang udah taunan dan udah jelas belanja sering malah sering gak bisa dapet gratis ongkir, cod pun biayanya beda. Harusnya yang dah lama lebih di beri kemudahan",Negatif
"Apk apaan ni, masa COD cuma bisa 2 kali,",Negatif
"shoppe setelah di update makin bnyk bug,contoh nya gk bisa memakai metode pembayaran cod padahal kolom pembayaran cod ada tpi malah ke pembayaran transfer bca,meskipun udah di ubah beberapa kali tetapa aja tidak bisa ke cod malah ngestuck di transfer bca.tolong untuk memperbaiki secepat mungkin karna ini sangat menggangu. saya mau memesan barang tidak bisa karna tidak punya rekening bank.dan bukan saya saja yg mengalami bug ini teman saya juga",Positif
"Good, ad permainan yg mmbuat free 😅 tp untuk pengiriman yg pmbayarannya COD tolong di adakan (kalau sudah ada, diperbanyak item untuk pmbayarannya COD), karena mmpermudah trnsaksi tunai bagi pengguna yg tak memiliki saldo debit atau berada jauh dr merchant/bank/mesin setor tunai/gerai link, apalagi untuk skrg yg sedang booming mewabahnya pandemi covid-19 ini. Terimakasih.",Positif
Shopee memang belanja online dan cod yg pantastis,Positif
Suka banget belanja di shopee apalagi setelah bisa COD meskipun gak semua sih yg bisa COD an. Terus tingkatkan lagi yaa promo2 gratis ongkirnya karena saya suka yang geratisan😅😅eitsss yang lainnya juga yaa..,Positif
"Aplikasi tempat belanja online yang sangat bagus,karna sistem (COD.buka dulu baru bayar)untuk menghindari penipuan.",Positif
"Shopee makin lama makin iriit kasih gratis koin (makin males kasih review), Di etalase toko sekarang ga ada keterangan kecepatan pengemasan pengiriman, Voucher gratis ongkir untuk non shopee pay selama satu bln cuma dikasih 1, gimana mau sering2 beli COD.. 😥😟, voucher gratis ongkirnya kebanyakan untuk pembayaran via shopee pay doang.. kayaknya sengaja biar kita isi terus, strategi marketing.. Shopee pay later saya sdh diverifikasi tapi ga bisa dipakai.. anehh bgt.",Negatif
Sangat bagus yang sangat baik buat memudahkan kita untuk pulang Jerman lagi tapi akhirnya ada error atau gimana sih soalnya kan saya pesan paket udah pakainya udah menuju ke lokasi tujuan eh kenapa tiba-tiba ada penolakan pembayaran COD dilakukan hari berikut lagi pengirimannya padahal kurir paketnya aja belum sampai ke rumah tempat tujuan pengiriman aja belum sampai tapi tiba-tiba ada penolakan pembayaran COD dari pihak kurirnya sendiri ini udah terjadi berapa kali setiap pesanan,Positif
"Pertama kali download shopee awalnya ragu untuk belanja, tapi setelah dicoba ternyata aman, barang yang datang sesuai pesanan pengiriman nya cepat dan bisa COD juga, worth it banget si aplikasi ini Sekarang kalau mau beli apapun pasti selalu di shopee karna banyak banget promo dan ada voucher gratis ongkir, belanja jadi aman nyaman dan puas, thank you shopee✨",Positif
"Shopee sekarang sama dulu beda bgt,makin kesini makin ngelag parah padahal signal bagus, mana pelit gratis ongkir pula cashback apalagi, pas tgl cantiknya biasanya gratis ongkir 0 dan minimal belanja berapapun gratis ongkir ini ngga juga masih ada sisanya terus, sistem codnya juga biaya penanganannya mahal bgt, tolong di perbaiki yaaa sistemnya :)",Negatif
Aplikasi bagus praktis untuk belanja dan barang kualitas terjamin dengan ada nya fitur cod cek dulu terimakasih,Positif
Saya naikkan ratingnya kalo waktu pengiriman seperti dari JKT ke kaltara 4 harian. Ini mau seminggu lebih gak nyampe2 padahal kurirnya jnt yg biasanya 4-5 hari nyampe. Lucunya kalo pilih COD cepat nyampenya. Giliran dibayar lunas malah lelet.,Negatif
"Udah lama instal aplikasi ini dan benar benar bagus, di Shopee bisa belanja COD, sering gratis ongkir, paket yang datang juga sesuai walaupun ada beberapa paket yang gak sesuai pesanan, tapi kebanyakan sesuainya kok, Shopee juga menyediakan banyak macam game,game nya seru semua loh yang pasti bisa dapat cuan, Shopee video nya juga bisa dapat cuan, nonton di Shopee video bisa dapat cuan, posting video juga bisa dapat cuan, pokoknya aplikasi inibenar benar bagus dan seru banget guys suka bgt dehh",Positif
"Kenapa biaya penanganan COD jd mahal, belanja murah gak lebih dr 10rb, Biaya penanganan 5rb.. Duit abis ke biaya penanganan saja😌 Dan kenapa sekarang Lambat banget aplikasi ini? Kalau buka aplikasi ini meski bbrpa kali relog baru deh gambar2, dll nya muncul, kalau gk relog gambar, Inbox dll nya gk muncul dilayar?? Saran saya jgn terlalu banyak fitur yg gak penting deh, biar aplikasi ini lancar, gak lambat kayak skrg!!?? Dan jika ada pengajual pengembalian barang baiknya ditinjau sebaik mungkin",Negatif
shopee sangat membantu untuk pembelian cod lagi mamtap,Positif
"Sy kurangi bintangnya... Pengiriman sistem cod parah.. harus nunggu sampai 10hr kadang lebih.. giliran udah nunggu lama pesanan dikembalikan k pengirim dgn notif ""penerima tidak ad ditempat jika terjadi 3x maka sistem cod anda akan dihapus"".. lah aneh.. sy pakai aplikasi sebelah lancar2 sj,cod juga barang sampai cepat dan pembayaran sy juga benar.. tapi kenapa di shopee tuh ribet bener 😂",Negatif
"Sumpah nie Shopee lama lama bisa ditinggal kaum menengah kebawah, tulisan aja gratis ongkir eh gak tau nya gak ada mana lemot luar biasa mau batalkan pesanan karena salah jumlah tulisan ""sistem eror coba lagi"" Dicoba gak bisa"" Sampe pesanan e dikirim untung COD jadi bisa dibalikin mana sekarang biaya penanganan nya makin gede, byee tuk Shopee dah saya beralih apk sebelah gak ada voucher Palsu , biaya penanganan juga gak gede. Makasih sudah nemenin dari yang awalnya bagus sampe bikin emosi",Negatif
Bagus aplikasi nya cuma kurang voucher gratis ongkir aja sih apalagi yg cod sekarang udh jarang ada voucher cod paling adanya yg minimal 50rb. Tapi overall bagus kok lebih suka pake apk shopee daripada yg lain. Karna emang ga ada apk yg lain. Udh itu aja deh ga ush panjang panjang cape ngetiknya👍,Positif
Make pay later pas checkout biaya penanganannya kecil tapi knp pas barang sampai rinciannya berubah ya. Plis kalo ngasih rincian harga tu yg bener! Tau gitu mending pake cod kalo biaya nya sama aja!. Ringanin biar ga mahal tau nya sama aja.,Negatif
"Sukaaa pakai shopeee.. Tapi sayang banyak yang gak terjangkau area COD. Maklum tinggal di daerah yang agak jauh dari kota besar. Kalo jangkauan COD udah bisa meluas pasti best banget lah, secara akses untuk transaksi lebih dipermudah.",Positif
"Skrg ko gk bisa cod / cod chek dlu ya.. jadi klo gk cocok / gk sesuai langsung bisa dikembalikan gtu..soalnya klo mo return harus mengirimkan sendiri paketnya ke exp, tidak seperti aplikasi tetangga sebelah dipermudah proses return, kita diem dirumah return SDH ada yg ngambil, jadi gunanya beli online itu untuk mempermudah bukan mempersulit kita, semoga keluhan saya sebagai konsumen bisa diperhatikan oleh pihak yg terkait, trims",Positif
"Aplikasinya berat, beberapa menit dibuka layarnya suka ngefreeze, padahal penyimpanan hp banyak, sinyal selalu stabil, aplikasi diperbarui terus. Voucher nya susah banget sekarang, metode pembayaran jg terbatas, cuman bisa bayar cod/spay dsb, gabisa bayar di indomrt. Kalo cod biaya penanganannya besar, susah banget kalo gini.",Negatif
"Pengiriman lama,,sedangkan ongkirnya mahal..terus aplikasinya berat daripada lazada dan juga kalo COD harus ada biaya penanganannya. Ongkirnya sih yg memberatkan dan juga kalo ada masalah apapun masalahnya seperti pengiriman yg lambat dari estimasi dan juga voucher gratis ongkir yg gak bisa di pake kaya murah lebay..udah cape2 nunggu eh pas di klaim voucher nya gak bisa di pake karna berlakuny cmn 1 mnit tiap hrinya jam 9 pgi itu..trus rspon pihak shopee dlm mnangani masalh yg ada tu sngt lmbat",Negatif
"Sama kaya yg lain, aplikasinya lemooot banget, sama gratis ongkirnya ga kaya dulu, katanya yg gratis ongkir klo pake shopeepay/paylater giliran isi saldo shopeepay ternyata kena biaya penanganan. Cashbacknya dengan minimal belanja yg banyak. COD kena biaya double kena biaya admin kena pula biaya penanganan yg kalo diitung bisa lebih besar dri ongkir.. udah bbrp bulan ini shopee bner2 bikin males belanja.. udah mna leletny minta ampun sama gratis ongkirny yg bikin gimana gitu.auto blnja kesebelah",Negatif
"Tidak bisa login The paradox of login haha Login memasukan id/no hp dan pass, verifikasinya hanya bisa menggunakan qr code yang sudah terhubung ke akun tersebut. Bagaimana cara Verifikasi dengan akun tsb ? sedangkan akun itu baru mau dibuka",Negatif
"Untuk apa dibuat diikan kalau pengguna bisa gratis ongkir dengan cod kalau gak bisa dipakai, motode pengiriman gk bisa pilih padahal dulu sya sering pakai sicepat. Kecewa banget padahal saya selalu belanja disini sepertinya tidak lgi sekarang sebelum shopee diperbaiki seperti dulu",Negatif
"Kecewa, udh berapa kali aku beli barang. Datangnya lama, engga kyk lazada baru pesen 2 hr kemudian sampe, bisa COD pula. Kadang pas udh nyampe. Barangnya rusak. Tolong tingkatin buat penggiriman barang dan kondisi barang. Sama harga ongkir, mahal bgt_- Terimakasih",Negatif
"Buat info aja skarang shopee ada biaya layanan COD.. jadi kalo harga barangnya mahal biaya layananya pun membengkak.udah gitu Aplikasinya suka ngefreze,loading lambat,pindah ke pembayaranya lama.. alahhh tambah kesini tambah gak jelas aja",Negatif
"Shopee parah banget, hbs update bukannya tambah bagus malah berhari-hari ganguan , udh bolak-balik install dan uninstall ttp aja ga berfungsi pembayaran Pake barcode Shopee pay, tapi di andorid aja kyk gini, di ios ga ada masalah, trs pas mau komplain ke chat prioritas jg muter-muter trs katanya jaringan bermasalah, bukan jaringan yg bermasalah tp aplikasi nya yg bermasalah, buka aplikasi lain bisa, cuma shopee aja yg lola minta ampun, gini ya kualitas sehabis di kenakan biaya 1rb tambah lemot",Negatif
Kenapa akunku nda bisa pake voucher diskon padahal sudah banyak akun Yang lain tetap saja tolong donk diperbaiki jangan dibikin kecewa kami pake fitur COD karena takut di tipu,Negatif
udah lama pake shopee belum nemu kendala apapun selalu lancar terus untuk harga lumayan fitur terbaik nya shopeepaylaternya makin sering dipake nambah limitnya gak kira² langsung dapet limit gede udh gitu bunga gak terlalu tinggi . cuman masalah nya di ongkir doang + kalo cod biaya penanganannya jangan terlalu gede,Positif
"Suka sekali dengan shopee, tapi potongan untuk penjual besar sekali. Untuk COD pun pembeli harus bayar biaya pelayanan yg lumayan memberatkan. Kalau bisa untuk kedepannya hilangkan biaya pelayanan dan biaya lainnya yg memberatkan. Apalagi kalah belanja totalnya besar, biaya pelayanan pun semakin besar.",Positif
"Untuk pelayanan sangat baik,cuman untuk item yang COD masih susah mesti ada nominal belanja tertentu baru bisa dapet COD,di lapak sebelah COD di bawah 30rb tetap di layani,untuk yang lainnya shopee oke punya, . Iklan nya ini mulu saya kesel banget ga dimana mana iklan nya ini mulu trus hp saya jadi lwmot mohon di perbaiki kesalahan nya dong !!",Positif
Tolong dong untuk pembayaran COD jumlah minimum belanjanya jgn 50k. Saya sering belanja di bawah 50k dan karena saya pengguna pembayaran COD saya jadi tidak bisa beli keperluan saya di shopee. Akhirnya saya lebih sering belanja di OlShop sebelah yg lebih simpel dan ga banyak persyaratan,Negatif
"Sejauh ini, suka sekali belanja di Shopee. Alhamdulillah, sellernya amanah semua. Sistem pembayaran, saya selalu pilih COD. Lebih nyaman dan berasa aman aja, gitu. Masukan dari saya buat Shopee, kalau bisa sih gratis ongkos kirim dengan minimal belanja sepuluh ribu rupiahnya tetap dipertahankan sepanjang masa, dong. Biar rakyat jelata seperti saya bisa sering belanja di Shopee 😁😁",Positif
"Aplikasi nya bagus sih, cuma kalau aku mau pesan sesuatu, pasti selalu gak bisa cod sedangkan di hp yg lain bisa cod, masa di aku gak bisa cod padahal udah byk aku kumpulkan voucher gratis ongkir nya tp ttp aja GK bisa cod gimana sih mohon di tingkat kan lg ya min, klu udh di tingkatin nanti aku kasih bintang 5 deh Semoga di baca minn",Negatif
"Saya suka pake shope,tapi kenapa saya nggak bisa COD,dengan alasan pengiriman gagal 2x,padahal kan bukan kesalahan dari customernya,emang kurirnya aja pengiriman gagal truss,saya suka COD,tapi sekarang COD saya dinonaktivkan jadi nggak bisa belanja lagi,sebel,kesel sama kecewa aja sama shopee,semoga lebih bijaksana lagi,soalnya saya mau belanja",Positif
"Aplikasi shopee udah di update versi baru tambah berat aja, padahal di hp aman2 mau belanja juga makin kesini makin banyak biaya penanganan masak sampai 6 ribu lebih + biaya layanan 1000 ribu + biaya buat codnya haduhhh banyak pengeluaran biayanya bukannya senang belanja enak malah gak enak terlalu kebanyakan biaya ihh,ongkir sekarang juga dibatasin cuma toko yg tertentu aja ada gratis ongkirnya,pakai aplikasi sebelah aja deh",Negatif
"Saya sangat suka berbelanja di shopee..ada diskon,,harga murah,bisa cod terus banyak vocher lagi. Tapi 1 yg paling ngyeselin tiap mau buka shopee liat liat eehhh...gambar gak muncul muncul.padahal mau pesan. Mohon solusinya dong. Terimakasih",Positif
"Hampir semua yg kamu butuhkan ada Harga terjangkau, ongkir dan estimasi sesuai dan terjangkau . Setelah di-update ada fitur cod nya . Setiap belanja online pasti diaplikasi ini .",Positif
"Selama ini tidak pernah ada kendala.. sangat2 membantu di saat butuh sesuatu tapi mager ke pasar.. semua ada semua bisa di shoppe .. cuma satu kurang vocher gratis ongkir yg buat COD,a..😂😂 kebanyakan harus pakai shoppepay baru bisa gratis ongkir😅😅",Positif
"Banyak kemudahan yg bisa didapat kalo belanja di shoppee.....selain barangnya ori & sesusai produk yg diposting juga bisa dapet diskon barang, voucher gratis ongkir, hemat belanja, bisa COD ...& masih ada banyak kemudahan kalo belanja di shoppee...thank's shoppee...",Positif
"Pengiriman kacauuuu..!!!!! Dah brpa kali paket sya d kembaliin ke penjual tanpa alasan, dan kurir sama skali ga pernah ada hubungin nomor yg tertera, sampe2 di blokir sistem COD sya, dan skarang sya coba lagi, masih sama,, tolong dari pihak shopee perbaiki lagi masalah pengiriman nya, barang yg d tunggu2 malah d kembaliin lagii, kacauuuu emang!!!!!!!! Dan sya coba di aplikasi sebelah, enak2 aja tuh, cpt lagi pngirimannya..",Negatif
